Brand,Model,Price (USD),Selling Platform,Rating,Refresh Rate (Hz),Screen Size (inches),RAM (GB),Storage (GB),Processor,Camera Setup
Sony,P Series Mini 15,707.32,Reliance Digital,4.7,144,6.1,12,64,Helio G99,200MP + 50MP + 2MP
Google,Mate Max 12,746.45,Amazon,4.0,90,7.4,6,64,Tensor G2,64MP + 16MP + 5MP
Samsung,Xperia SE 23,1811.51,eBay,3.8,144,6.7,16,1024,Exynos 2200,200MP + 50MP + 2MP
Google,V Series Ultra 19,1328.37,eBay,3.5,165,7.1,12,128,Tensor G1,64MP + 16MP + 8MP
Nokia,iPhone Lite 21,874.9,eBay,3.9,90,6.8,6,64,Dimensity 920,64MP + 12MP + 2MP
Nokia,Redmi Note 5G 23,987.59,Amazon,3.0,60,7.1,6,64,Helio G99,48MP + 50MP + 5MP
Sony,Redmi Note Edge 19,773.33,Flipkart,4.7,60,5.4,8,256,Helio G99,200MP + 50MP + 2MP
Realme,P Series Max 13,682.51,Flipkart,3.9,165,5.1,16,256,Dimensity 920,48MP + 50MP + 5MP
Sony,Galaxy S Lite 17,188.01,Flipkart,4.1,144,5.4,8,512,Dimensity 920,200MP + 50MP + 8MP
Google,Narzo 5G 16,1824.62,Reliance Digital,3.2,60,5.3,8,64,Tensor G1,200MP + 50MP + 5MP
Samsung,Mate Lite 21,1016.36,Reliance Digital,4.4,120,5.1,6,128,Exynos 2200,12MP + 16MP + 8MP
Sony,Xperia Plus 20,1982.27,Flipkart,3.7,90,5.3,12,512,Helio G99,64MP + 16MP + 5MP
Oppo,P Series Mini 19,484.1,Best Buy,3.9,144,7.3,6,1024,Helio G99,50MP + 16MP + 5MP
Motorola,Narzo Turbo 12,880.73,eBay,3.9,144,5.5,6,512,Helio G99,48MP + 12MP + 2MP
Xiaomi,Mate 5G 24,539.91,Flipkart,4.2,144,7.0,12,256,Dimensity 1080,200MP + 16MP + 2MP
Huawei,Moto G Plus 14,453.46,Flipkart,4.5,120,7.2,4,256,Helio G99,200MP + 8MP + 8MP
Sony,Redmi Note Ultra 13,1213.06,Official Store,3.9,90,6.9,16,128,Helio G99,50MP + 50MP + 5MP
Sony,V Series Turbo 11,926.79,Official Store,3.5,144,5.5,4,64,Helio G99,50MP + 8MP + 5MP
Apple,Mate Turbo 17,1433.24,Best Buy,4.2,90,6.7,6,1024,A16 Bionic,48MP + 16MP + 5MP
Vivo,Mate 5G 11,323.43,AliExpress,3.7,165,7.0,12,128,Helio G99,50MP + 16MP + 2MP
Xiaomi,Redmi Note Plus 11,159.24,Walmart,3.3,165,6.8,4,512,Snapdragon 7 Gen 1,108MP + 50MP + 2MP
Motorola,Xperia Max 25,1521.31,Amazon,4.9,90,5.7,6,1024,Dimensity 920,200MP + 16MP + 8MP
Motorola,Galaxy S Lite 18,744.59,Official Store,3.7,144,5.7,8,512,Helio G99,12MP + 50MP + 5MP
OnePlus,Xperia 5G 18,284.64,AliExpress,3.8,120,5.4,4,512,Snapdragon 8+ Gen 1,50MP + 50MP + 8MP
Samsung,Redmi Note Ultra 24,172.14,Flipkart,3.1,120,5.8,8,128,Exynos 2200,50MP + 50MP + 5MP
Apple,iPhone 5G 22,1070.86,Best Buy,3.2,60,5.8,16,64,A15 Bionic,200MP + 12MP + 8MP
Oppo,Xperia Pro 21,1825.18,AliExpress,3.7,120,7.3,6,1024,Helio G99,48MP + 8MP + 8MP
Vivo,Galaxy S Max 12,1658.2,Official Store,3.2,144,6.2,8,128,Dimensity 920,12MP + 8MP + 2MP
Nokia,Galaxy S Edge 23,693.01,Flipkart,3.6,144,5.8,6,1024,Dimensity 920,64MP + 16MP + 8MP
Nokia,Narzo Turbo 17,1417.82,eBay,3.4,60,5.1,4,256,Helio G99,12MP + 8MP + 8MP
Samsung,V Series Ultra 22,174.79,Official Store,4.5,60,6.2,16,128,Exynos 2200,108MP + 12MP + 2MP
Google,iPhone Mini 10,1960.56,Best Buy,4.0,60,5.1,8,128,Tensor G1,108MP + 8MP + 5MP
Vivo,iPhone SE 22,646.16,eBay,4.6,144,6.9,8,256,Helio G99,64MP + 16MP + 8MP
Realme,Mate Pro 13,634.0,Flipkart,4.3,60,6.5,4,64,Dimensity 920,12MP + 50MP + 8MP
OnePlus,Reno SE 21,1207.19,Best Buy,3.8,144,5.3,8,512,Snapdragon 8+ Gen 1,200MP + 8MP + 2MP
Samsung,P Series 5G 14,187.32,eBay,4.3,60,7.1,12,128,Exynos 2200,108MP + 8MP + 2MP
OnePlus,Galaxy S Max 24,214.98,Walmart,4.5,120,6.5,4,256,Snapdragon 8+ Gen 1,64MP + 12MP + 5MP
Huawei,Galaxy S Lite 14,860.38,Reliance Digital,3.3,60,5.1,8,64,Helio G99,108MP + 50MP + 5MP
Vivo,P Series Ultra 24,1510.67,Reliance Digital,4.8,120,5.2,8,64,Dimensity 920,12MP + 8MP + 8MP
Samsung,Narzo 5G 11,1330.22,Amazon,3.4,90,5.5,12,256,Snapdragon 8 Gen 2,48MP + 8MP + 5MP
Nokia,Xperia SE 20,844.12,Amazon,3.1,144,5.7,12,256,Dimensity 920,108MP + 8MP + 5MP
Samsung,V Series Edge 17,1409.34,Reliance Digital,3.9,165,6.9,16,64,Exynos 2200,50MP + 16MP + 2MP
Oppo,Narzo SE 21,650.64,Best Buy,4.7,120,5.5,16,64,Dimensity 920,108MP + 16MP + 5MP
Google,Galaxy S Edge 25,661.92,AliExpress,3.2,165,5.4,8,256,Tensor G2,50MP + 16MP + 5MP
Oppo,iPhone Edge 12,642.89,Amazon,4.2,60,7.3,8,128,Dimensity 920,12MP + 16MP + 8MP
Vivo,Nord Turbo 17,1320.46,Official Store,4.6,165,5.1,6,1024,Dimensity 920,64MP + 16MP + 5MP
Vivo,Galaxy S Lite 13,1127.28,Flipkart,3.4,165,6.0,8,512,Dimensity 920,200MP + 8MP + 5MP
OnePlus,V Series Pro 16,917.08,Flipkart,3.2,144,5.3,6,256,Snapdragon 8+ Gen 1,64MP + 16MP + 5MP
Apple,Galaxy S Max 18,1834.46,AliExpress,3.0,60,7.4,8,128,A15 Bionic,12MP + 50MP + 2MP
Nokia,Redmi Note Turbo 24,1091.85,Reliance Digital,4.4,90,6.8,16,1024,Helio G99,200MP + 16MP + 2MP
Motorola,Galaxy S 5G 12,1171.14,Best Buy,4.5,60,7.1,16,64,Helio G99,64MP + 8MP + 2MP
Vivo,Nord Lite 17,1185.15,Walmart,3.8,120,6.2,12,64,Helio G99,108MP + 12MP + 2MP
Xiaomi,Pixel Turbo 16,897.91,Flipkart,4.9,60,6.2,12,512,Dimensity 1080,50MP + 12MP + 8MP
Nokia,Xperia 5G 14,1279.01,Official Store,3.6,120,6.0,4,256,Helio G99,200MP + 12MP + 5MP
Apple,Xperia Max 15,840.04,Reliance Digital,4.6,60,5.1,12,1024,A15 Bionic,48MP + 12MP + 2MP
Vivo,Pixel Max 15,296.64,Best Buy,4.6,120,5.4,12,256,Helio G99,12MP + 8MP + 8MP
Vivo,Mate Lite 24,515.7,Official Store,4.6,60,6.7,6,128,Helio G99,12MP + 16MP + 8MP
OnePlus,Pixel Mini 14,535.19,Walmart,4.6,120,6.4,4,512,Snapdragon 8+ Gen 1,108MP + 12MP + 5MP
Nokia,Narzo Pro 12,421.7,Official Store,4.0,144,5.7,8,128,Dimensity 920,48MP + 50MP + 8MP
Vivo,Nord Edge 15,1252.64,Amazon,4.2,90,7.0,8,512,Dimensity 920,108MP + 16MP + 8MP
OnePlus,V Series Plus 16,1231.5,eBay,4.0,90,6.8,4,512,Dimensity 9000,50MP + 50MP + 2MP
Sony,Moto G Edge 20,1860.71,AliExpress,4.1,165,7.2,8,1024,Dimensity 920,12MP + 16MP + 2MP
Motorola,Mate Edge 21,462.34,Official Store,4.7,144,7.0,12,1024,Helio G99,50MP + 16MP + 8MP
Xiaomi,Moto G Pro 16,1415.86,Amazon,4.1,60,6.8,4,128,Dimensity 1080,12MP + 50MP + 5MP
Huawei,Xperia Ultra 11,780.05,AliExpress,4.8,165,5.2,12,512,Dimensity 920,48MP + 50MP + 8MP
Samsung,Mate Max 23,244.76,Official Store,5.0,90,6.6,8,512,Snapdragon 8 Gen 2,108MP + 16MP + 5MP
Apple,Galaxy S Pro 16,248.8,Walmart,4.7,144,7.2,4,128,A15 Bionic,50MP + 12MP + 8MP
Apple,Reno Pro 13,1753.43,Flipkart,4.8,90,5.1,8,512,A15 Bionic,12MP + 16MP + 5MP
Sony,Redmi Note Lite 21,1359.58,Walmart,3.5,165,6.6,4,512,Helio G99,48MP + 12MP + 8MP
Sony,Narzo Mini 24,1837.07,AliExpress,3.6,165,6.2,4,512,Helio G99,200MP + 16MP + 8MP
Vivo,Redmi Note Turbo 12,519.86,Flipkart,4.8,165,5.8,8,64,Dimensity 920,12MP + 16MP + 8MP
Oppo,Reno Max 21,916.38,Flipkart,3.8,144,6.5,16,1024,Helio G99,200MP + 8MP + 2MP
Motorola,P Series Mini 21,611.84,Official Store,3.9,90,6.2,8,64,Dimensity 920,48MP + 50MP + 8MP
Google,Moto G Max 19,399.94,Amazon,3.5,90,5.3,16,64,Tensor G2,108MP + 16MP + 8MP
Samsung,Galaxy S Ultra 17,1006.07,Official Store,3.9,120,7.3,4,64,Exynos 2200,12MP + 8MP + 5MP
Vivo,Mate SE 18,1394.26,Walmart,3.6,60,6.5,16,512,Dimensity 920,200MP + 16MP + 2MP
Apple,Narzo Turbo 19,500.15,Best Buy,4.1,60,7.1,6,512,A15 Bionic,12MP + 12MP + 2MP
Motorola,Pixel Plus 12,1998.5,Walmart,4.0,120,7.2,16,1024,Helio G99,64MP + 50MP + 5MP
Huawei,Galaxy S Pro 19,270.25,Walmart,4.8,90,5.6,12,1024,Helio G99,64MP + 16MP + 2MP
Google,Nord SE 18,1272.88,Walmart,4.3,165,7.4,8,512,Tensor G2,200MP + 16MP + 5MP
Motorola,Narzo Max 17,1549.19,Walmart,4.4,165,7.4,4,1024,Helio G99,108MP + 12MP + 8MP
Sony,Reno Pro 22,763.31,Best Buy,3.4,144,7.0,8,128,Helio G99,200MP + 50MP + 8MP
Vivo,Pixel Mini 15,990.76,Official Store,4.5,144,6.2,8,512,Dimensity 920,64MP + 50MP + 8MP
Huawei,Xperia Turbo 18,968.5,Flipkart,3.6,165,7.1,4,128,Helio G99,12MP + 50MP + 8MP
Samsung,Mate Pro 17,655.69,Official Store,4.3,90,5.6,8,1024,Snapdragon 8 Gen 2,50MP + 50MP + 2MP
Oppo,Narzo Ultra 19,1896.52,Amazon,3.7,90,5.4,4,128,Helio G99,64MP + 12MP + 2MP
Nokia,Reno Max 25,889.96,Reliance Digital,3.7,144,5.2,16,64,Dimensity 920,200MP + 8MP + 2MP
Huawei,Moto G Plus 23,630.17,Best Buy,4.1,120,7.4,6,512,Helio G99,108MP + 16MP + 2MP
Realme,Mate SE 11,1237.55,Official Store,5.0,120,5.3,8,128,Dimensity 920,64MP + 50MP + 2MP
Samsung,Pixel Turbo 12,1339.28,Best Buy,4.3,90,7.3,4,512,Exynos 2200,64MP + 12MP + 8MP
Samsung,Reno Lite 16,1410.43,AliExpress,3.7,165,6.7,8,256,Exynos 2200,48MP + 8MP + 5MP
Sony,Galaxy S SE 20,822.19,eBay,3.4,144,7.1,4,256,Helio G99,64MP + 12MP + 8MP
Vivo,iPhone Mini 11,818.11,Best Buy,4.0,60,6.8,16,256,Helio G99,48MP + 16MP + 5MP
Sony,V Series Pro 18,1139.29,eBay,4.6,144,6.1,8,512,Helio G99,200MP + 8MP + 2MP
Huawei,Xperia Mini 25,1709.8,eBay,3.5,90,6.4,16,512,Dimensity 920,48MP + 16MP + 8MP
Vivo,Xperia Edge 14,728.94,Official Store,4.5,90,6.7,16,1024,Helio G99,108MP + 8MP + 2MP
Nokia,Moto G Edge 10,1607.45,eBay,3.4,144,6.8,12,128,Helio G99,48MP + 16MP + 5MP
Motorola,Xperia SE 10,1116.87,Flipkart,4.9,90,6.1,4,64,Helio G99,12MP + 16MP + 5MP
OnePlus,Reno Pro 24,277.34,Walmart,3.2,90,5.1,12,256,Snapdragon 8+ Gen 1,12MP + 8MP + 2MP
Huawei,Nord Turbo 25,1076.36,Amazon,4.6,60,6.6,4,512,Dimensity 920,64MP + 12MP + 5MP
Apple,V Series Turbo 21,1063.85,Amazon,3.2,120,6.1,12,1024,A15 Bionic,108MP + 50MP + 8MP
Apple,Pixel Mini 14,427.54,Amazon,4.5,90,7.0,6,512,A15 Bionic,48MP + 50MP + 5MP
Nokia,Xperia Plus 17,1670.61,eBay,4.1,90,6.1,16,1024,Helio G99,200MP + 8MP + 8MP
Google,iPhone Ultra 19,877.59,Amazon,3.0,144,5.0,4,128,Tensor G2,48MP + 8MP + 5MP
Realme,Narzo SE 10,1320.84,Walmart,3.7,144,6.1,16,1024,Dimensity 920,12MP + 8MP + 5MP
Google,P Series 5G 23,592.0,Official Store,4.3,120,7.1,16,256,Tensor G1,50MP + 50MP + 8MP
Samsung,Nord Turbo 23,1552.71,Flipkart,4.8,60,6.7,16,1024,Snapdragon 8 Gen 2,200MP + 12MP + 5MP
Nokia,Mate Edge 19,1640.23,eBay,3.4,120,5.4,16,512,Helio G99,200MP + 8MP + 5MP
Motorola,Narzo Ultra 15,199.48,AliExpress,4.4,90,6.9,8,128,Helio G99,48MP + 50MP + 2MP
Xiaomi,iPhone Pro 25,1428.25,AliExpress,4.5,165,5.8,4,64,Dimensity 1080,12MP + 8MP + 8MP
Sony,Mate Turbo 12,1019.52,AliExpress,3.5,144,6.3,12,64,Helio G99,108MP + 16MP + 2MP
Oppo,Reno Pro 17,1284.81,Walmart,4.6,144,7.1,8,64,Dimensity 920,48MP + 12MP + 2MP
OnePlus,Xperia Lite 22,1630.85,Walmart,3.1,60,5.6,16,256,Dimensity 9000,50MP + 50MP + 2MP
Realme,Galaxy S Mini 24,198.38,Walmart,3.6,165,6.8,8,128,Dimensity 920,12MP + 16MP + 2MP
Samsung,iPhone Turbo 10,321.82,Best Buy,4.3,144,7.5,6,128,Snapdragon 8 Gen 2,12MP + 8MP + 2MP
Vivo,Pixel Mini 12,557.69,Flipkart,3.3,165,7.2,6,64,Dimensity 920,48MP + 50MP + 2MP
Samsung,iPhone Mini 21,419.36,Official Store,4.8,120,6.4,6,128,Snapdragon 8 Gen 2,200MP + 8MP + 2MP
Xiaomi,Narzo Mini 12,1305.47,Amazon,4.6,120,6.1,6,128,Dimensity 1080,200MP + 50MP + 2MP
Google,Narzo Lite 17,1483.68,Walmart,4.1,144,7.0,16,1024,Tensor G2,12MP + 12MP + 8MP
Xiaomi,Reno Pro 20,506.52,eBay,3.6,144,7.2,6,512,Snapdragon 7 Gen 1,108MP + 12MP + 8MP
Huawei,iPhone Mini 16,871.94,Amazon,5.0,120,7.1,4,64,Helio G99,64MP + 16MP + 8MP
Huawei,Narzo Lite 10,749.93,Flipkart,4.1,90,7.3,16,1024,Dimensity 920,12MP + 16MP + 5MP
Google,Pixel Lite 20,1675.38,AliExpress,3.4,90,5.0,6,64,Tensor G1,50MP + 50MP + 8MP
Vivo,Moto G Max 21,1738.2,eBay,3.1,60,7.3,16,256,Dimensity 920,108MP + 8MP + 5MP
Motorola,Pixel Pro 12,409.56,Walmart,3.6,165,7.5,4,1024,Helio G99,108MP + 50MP + 5MP
Nokia,V Series Max 12,1486.78,Official Store,4.3,144,5.1,12,256,Helio G99,48MP + 8MP + 8MP
Apple,Nord Mini 24,1456.95,Walmart,4.3,144,7.2,8,256,A15 Bionic,48MP + 8MP + 2MP
Nokia,Pixel Mini 14,1772.77,Amazon,3.3,120,5.5,4,64,Dimensity 920,12MP + 8MP + 8MP
Vivo,V Series Plus 14,360.57,Walmart,4.0,60,6.0,4,64,Helio G99,48MP + 8MP + 5MP
Vivo,Pixel Edge 24,411.83,Flipkart,3.8,120,6.8,4,64,Dimensity 920,108MP + 50MP + 2MP
Xiaomi,Narzo SE 24,1194.17,Amazon,3.6,90,6.3,4,256,Snapdragon 7 Gen 1,200MP + 50MP + 2MP
Xiaomi,Narzo 5G 15,175.01,AliExpress,4.9,60,5.8,4,128,Snapdragon 7 Gen 1,50MP + 50MP + 8MP
Sony,iPhone Max 17,198.17,Best Buy,4.2,120,5.1,16,512,Helio G99,200MP + 8MP + 2MP
Xiaomi,V Series Max 21,1430.94,AliExpress,4.8,60,5.3,16,128,Snapdragon 7 Gen 1,12MP + 50MP + 5MP
Vivo,Redmi Note Ultra 21,1294.43,AliExpress,4.7,60,5.5,8,1024,Dimensity 920,108MP + 8MP + 2MP
Nokia,V Series 5G 25,1597.12,Best Buy,3.7,60,5.2,4,1024,Dimensity 920,200MP + 8MP + 2MP
OnePlus,Mate Mini 22,1300.69,Flipkart,4.5,144,7.2,6,512,Snapdragon 8+ Gen 1,48MP + 50MP + 2MP
Vivo,Galaxy S Max 12,1179.83,AliExpress,4.1,165,7.3,12,128,Helio G99,48MP + 50MP + 5MP
Motorola,P Series 5G 24,518.65,Flipkart,5.0,60,5.4,16,256,Dimensity 920,108MP + 50MP + 8MP
Nokia,Redmi Note 5G 17,691.61,Walmart,3.7,90,5.5,12,256,Helio G99,64MP + 12MP + 2MP
Apple,Nord Pro 21,1116.35,Official Store,3.1,90,6.1,12,256,A16 Bionic,200MP + 16MP + 8MP
Apple,Galaxy S Ultra 15,203.37,Flipkart,4.9,90,6.4,16,1024,A15 Bionic,12MP + 12MP + 8MP
Google,Narzo Ultra 13,732.39,AliExpress,4.2,120,6.2,8,256,Tensor G2,48MP + 12MP + 5MP
Vivo,Galaxy S SE 23,671.04,Official Store,3.3,60,5.9,4,128,Dimensity 920,64MP + 50MP + 2MP
Oppo,Narzo 5G 10,367.23,AliExpress,4.5,60,7.3,16,128,Helio G99,48MP + 8MP + 2MP
Vivo,P Series Pro 16,332.33,Flipkart,4.8,90,7.4,16,64,Helio G99,108MP + 12MP + 5MP
Huawei,Mate Plus 24,691.86,Flipkart,3.3,60,6.6,6,128,Dimensity 920,200MP + 16MP + 8MP
Apple,iPhone Edge 24,672.06,Flipkart,4.9,165,7.1,6,256,A15 Bionic,50MP + 12MP + 8MP
Nokia,Narzo Edge 14,1640.62,Official Store,4.1,120,7.5,6,1024,Helio G99,48MP + 8MP + 2MP
Xiaomi,P Series Pro 12,1067.76,Reliance Digital,3.2,90,5.3,6,64,Dimensity 1080,200MP + 16MP + 2MP
OnePlus,Reno Lite 20,1578.75,eBay,4.1,165,5.3,8,1024,Dimensity 9000,200MP + 16MP + 2MP
Google,Narzo SE 23,1911.73,AliExpress,4.0,90,5.0,6,256,Tensor G2,48MP + 12MP + 5MP
Google,Nord 5G 14,1725.6,AliExpress,3.6,120,5.8,16,256,Tensor G1,64MP + 8MP + 2MP
Vivo,Xperia Edge 13,550.14,AliExpress,4.3,60,6.5,8,256,Helio G99,50MP + 16MP + 8MP
Xiaomi,Xperia Lite 13,997.29,Amazon,4.9,120,5.0,6,128,Dimensity 1080,48MP + 50MP + 5MP
Huawei,Nord Max 12,1788.29,Walmart,3.8,90,7.0,12,64,Helio G99,48MP + 16MP + 8MP
Motorola,V Series Ultra 10,290.71,Walmart,4.9,60,6.9,12,64,Dimensity 920,12MP + 50MP + 2MP
Google,Nord Max 23,162.46,Flipkart,4.7,90,6.4,4,128,Tensor G2,50MP + 8MP + 8MP
Google,Xperia Edge 24,1428.83,Official Store,4.5,90,7.4,12,256,Tensor G1,200MP + 50MP + 5MP
Nokia,Narzo Pro 23,1897.27,Flipkart,4.5,120,5.4,12,1024,Helio G99,200MP + 12MP + 2MP
Huawei,Galaxy S Lite 12,1500.04,AliExpress,3.3,144,7.1,4,512,Helio G99,108MP + 16MP + 8MP
Huawei,iPhone Plus 12,1600.49,eBay,4.0,60,7.2,6,512,Dimensity 920,200MP + 16MP + 5MP
Motorola,Moto G Edge 20,523.55,Amazon,3.1,60,7.4,4,128,Helio G99,12MP + 8MP + 2MP
Samsung,Moto G Mini 10,982.25,Walmart,3.6,120,5.5,4,512,Exynos 2200,200MP + 8MP + 5MP
Samsung,Reno Turbo 21,850.18,eBay,4.0,120,5.6,16,64,Snapdragon 8 Gen 2,50MP + 12MP + 2MP
Motorola,Narzo Mini 16,1109.65,AliExpress,3.7,165,6.5,4,128,Helio G99,12MP + 16MP + 2MP
Samsung,Mate Ultra 18,513.75,Walmart,3.1,165,5.5,6,256,Exynos 2200,50MP + 50MP + 5MP
Sony,P Series Turbo 22,1942.43,Official Store,3.8,144,5.3,6,64,Dimensity 920,200MP + 8MP + 5MP
Nokia,Mate Lite 25,1563.65,Amazon,3.6,144,6.0,6,256,Helio G99,200MP + 50MP + 2MP
Apple,Nord 5G 10,786.17,Best Buy,3.0,144,7.1,4,1024,A16 Bionic,12MP + 8MP + 8MP
Oppo,Reno Pro 25,822.67,Walmart,3.9,120,7.4,6,256,Dimensity 920,12MP + 50MP + 2MP
OnePlus,Mate Plus 12,1731.64,Amazon,4.0,144,7.0,4,256,Snapdragon 8+ Gen 1,108MP + 12MP + 8MP
Motorola,Reno Mini 23,1022.75,Flipkart,3.4,60,5.1,6,512,Helio G99,12MP + 50MP + 2MP
Motorola,Nord Mini 20,765.34,Flipkart,3.3,120,6.0,12,64,Helio G99,108MP + 8MP + 5MP
Apple,iPhone 5G 17,1035.23,Reliance Digital,3.9,144,6.9,12,1024,A15 Bionic,12MP + 16MP + 5MP
OnePlus,Reno Pro 14,738.82,Amazon,3.7,60,5.6,4,1024,Dimensity 9000,12MP + 8MP + 5MP
Oppo,Moto G Plus 14,1990.2,Amazon,3.2,144,6.1,8,128,Dimensity 920,64MP + 50MP + 2MP
Realme,Moto G Lite 13,1859.14,Walmart,5.0,165,7.2,16,256,Helio G99,200MP + 8MP + 2MP
OnePlus,iPhone Max 12,1738.78,Flipkart,4.2,120,5.9,4,128,Snapdragon 8+ Gen 1,12MP + 8MP + 5MP
Samsung,Xperia Lite 21,1505.02,AliExpress,3.2,60,6.8,6,128,Snapdragon 8 Gen 2,48MP + 8MP + 2MP
Nokia,Xperia Max 18,735.89,Official Store,3.8,60,7.5,8,128,Dimensity 920,50MP + 12MP + 5MP
Realme,Moto G Turbo 14,1178.31,AliExpress,4.3,60,7.2,12,1024,Dimensity 920,12MP + 50MP + 8MP
Huawei,Reno Edge 11,1751.25,Official Store,4.6,144,5.2,6,256,Helio G99,64MP + 8MP + 8MP
Xiaomi,Nord Pro 11,1155.57,Flipkart,3.3,90,5.2,6,256,Dimensity 1080,64MP + 16MP + 2MP
Apple,Galaxy S Edge 19,1787.25,eBay,4.7,144,5.1,12,1024,A16 Bionic,64MP + 50MP + 5MP
Nokia,Reno 5G 13,1861.9,AliExpress,3.9,144,6.3,6,64,Helio G99,48MP + 16MP + 5MP
Vivo,V Series Turbo 12,884.1,Reliance Digital,4.7,90,5.4,8,1024,Dimensity 920,64MP + 50MP + 8MP
Oppo,Mate Turbo 12,963.85,Amazon,3.1,144,7.0,16,64,Helio G99,108MP + 50MP + 5MP
Google,Xperia 5G 15,706.25,AliExpress,4.4,60,7.4,8,512,Tensor G1,12MP + 50MP + 8MP
Vivo,iPhone Lite 12,567.78,Reliance Digital,4.1,144,6.5,6,1024,Helio G99,108MP + 16MP + 5MP
Motorola,Galaxy S Lite 13,1428.99,AliExpress,3.8,144,7.0,4,512,Dimensity 920,48MP + 16MP + 8MP
Nokia,Nord Plus 14,1037.76,Amazon,4.6,120,5.3,4,256,Dimensity 920,200MP + 12MP + 8MP
Vivo,Mate Edge 23,1040.77,eBay,3.9,144,6.7,12,512,Dimensity 920,48MP + 8MP + 5MP
Sony,Xperia Edge 13,495.97,Walmart,4.7,165,6.5,16,1024,Dimensity 920,200MP + 50MP + 2MP
Nokia,V Series Edge 20,1244.23,AliExpress,3.6,144,6.5,4,512,Helio G99,200MP + 16MP + 5MP
Realme,Xperia Pro 11,1039.84,Amazon,3.5,144,6.6,12,64,Helio G99,108MP + 50MP + 2MP
Nokia,Reno Pro 23,607.02,eBay,4.1,90,5.5,16,64,Dimensity 920,64MP + 12MP + 8MP
OnePlus,P Series Ultra 19,1287.8,Official Store,3.8,60,7.3,8,512,Snapdragon 8+ Gen 1,50MP + 8MP + 5MP
Motorola,Reno SE 18,734.5,AliExpress,4.8,60,7.4,16,512,Helio G99,50MP + 50MP + 8MP
Motorola,Nord SE 15,335.5,Walmart,4.2,60,6.4,8,256,Helio G99,12MP + 50MP + 2MP
Oppo,Redmi Note Plus 23,1383.64,Amazon,3.1,120,5.7,16,512,Dimensity 920,48MP + 16MP + 8MP
OnePlus,Pixel Turbo 14,1918.26,Flipkart,3.7,165,6.7,4,1024,Snapdragon 8+ Gen 1,12MP + 12MP + 2MP
Motorola,Mate 5G 21,248.68,AliExpress,3.2,60,5.0,8,256,Helio G99,48MP + 8MP + 8MP
Oppo,Mate 5G 19,1554.29,Amazon,4.1,165,7.1,4,128,Helio G99,48MP + 16MP + 8MP
Realme,Redmi Note Lite 17,370.26,Walmart,3.1,60,5.3,6,128,Helio G99,64MP + 12MP + 5MP
Realme,Pixel Pro 19,918.46,Flipkart,3.8,165,5.6,12,256,Helio G99,108MP + 16MP + 8MP
Motorola,iPhone Max 16,1170.08,Best Buy,4.3,165,5.4,6,512,Helio G99,50MP + 50MP + 2MP
Realme,iPhone Plus 22,813.49,Reliance Digital,4.8,90,5.7,4,256,Helio G99,108MP + 16MP + 8MP
Google,V Series SE 20,262.2,eBay,3.2,90,7.3,12,256,Tensor G2,108MP + 16MP + 5MP
Google,Redmi Note Lite 10,1957.42,Best Buy,4.6,60,7.3,6,256,Tensor G1,50MP + 8MP + 5MP
Motorola,Reno Pro 10,156.52,eBay,3.1,144,6.6,4,64,Dimensity 920,12MP + 12MP + 5MP
Sony,Narzo SE 24,1946.93,Reliance Digital,4.9,165,5.2,12,64,Helio G99,50MP + 12MP + 8MP
Nokia,Mate Plus 19,1109.12,Best Buy,3.1,120,6.8,6,128,Dimensity 920,200MP + 8MP + 5MP
Oppo,V Series Mini 24,1600.12,Best Buy,4.0,165,6.0,4,512,Helio G99,108MP + 8MP + 5MP
Huawei,Mate Mini 11,1196.86,Amazon,3.0,60,6.7,12,1024,Dimensity 920,108MP + 12MP + 8MP
OnePlus,Mate Mini 16,991.54,eBay,4.5,144,7.1,4,256,Dimensity 9000,12MP + 50MP + 8MP
Huawei,Moto G Edge 21,1295.77,Walmart,4.9,90,6.3,12,128,Helio G99,108MP + 50MP + 2MP
Oppo,Reno Ultra 23,1521.98,Official Store,3.9,60,7.0,12,1024,Helio G99,12MP + 16MP + 5MP
Nokia,V Series Max 22,685.38,eBay,4.3,144,6.3,16,64,Dimensity 920,50MP + 8MP + 8MP
Realme,Redmi Note 5G 20,845.45,Amazon,4.8,120,5.5,8,1024,Helio G99,48MP + 16MP + 5MP
Xiaomi,P Series Mini 16,502.9,eBay,4.3,165,5.9,6,128,Dimensity 1080,12MP + 8MP + 8MP
Motorola,Mate Edge 22,1824.84,eBay,4.0,120,7.4,8,1024,Helio G99,108MP + 16MP + 5MP
Samsung,Narzo Mini 19,416.74,AliExpress,4.7,120,5.8,4,256,Snapdragon 8 Gen 2,64MP + 16MP + 2MP
Oppo,Galaxy S Lite 20,1893.96,Official Store,3.7,165,5.0,6,1024,Dimensity 920,200MP + 16MP + 8MP
Sony,P Series Lite 21,444.35,AliExpress,3.8,144,6.1,4,128,Helio G99,64MP + 50MP + 2MP
Samsung,Narzo Mini 14,846.91,Reliance Digital,3.2,90,7.2,16,128,Snapdragon 8 Gen 2,48MP + 50MP + 2MP
Xiaomi,Nord Pro 11,1434.79,eBay,3.9,90,6.5,16,64,Dimensity 1080,12MP + 8MP + 8MP
OnePlus,Pixel Edge 17,1848.17,Walmart,4.4,60,5.7,12,512,Snapdragon 8+ Gen 1,12MP + 50MP + 2MP
